returns,signed_log_returns
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
0.419485,0.3502941297739647
-0.304865,-0.26609958714765275
11.0011,2.4849983122535346
7.39913,2.1281281290568055
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-16.1765,-2.843542170539367
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
4.13176,1.6354486802662462
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-14.9972,-2.7724137069254944
-0.304865,-0.26609958714765275
-10.0734,-2.404545835968513
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-19.6324,-3.026862655750553
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
8.7863,2.280983448436285
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-5.66368,-1.8966718845038995
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
16.5093,2.862732168342742
-0.304865,-0.26609958714765275
-0.304865,-0.26609958714765275
